UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,10.800000000000011,6318.245481193649,1397.4,0.027997275204359674
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,10.899999999999977,4659.840607265644,1002.7,0.016504263093788066
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,10.800000000000011,6522.15578836265,1630.1999999999998,0.028053691275167783
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,10.800000000000011,6849.069919895204,1779.3999999999999,0.028798938287989382
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,10.899999999999977,5516.605283777141,1438.8000000000002,0.020297951582867787
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,10.899999999999977,5037.732315590449,1269.6000000000001,0.01583476764199656
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,10.800000000000011,7151.573876509365,2268.7,0.031389830508474575
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,10.899999999999977,7123.037743239258,2422.5,0.03317039106145252
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,10.899999999999977,7097.276683479821,2491.0,0.03259361997226075
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,10.799999999999955,6210.635460832686,2222.0,0.027520435967302453
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,10.899999999999977,7381.360435168434,2627.3999999999996,0.029113110539845756
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,10.899999999999977,7061.965182053472,3084.0,0.03917682926829268
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,10.899999999999977,7180.947767820429,2961.0,0.03221384509938314
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,11.0,6379.7264494244,2398.5,0.022350090854027862
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,11.0,5991.645508926454,2572.7999999999997,0.025771812080536912
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,11.0,4858.944277674654,2173.5,0.021384928716904276
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,11.099999999999966,5429.363255786952,2152.7999999999997,0.017243367935409457
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,11.099999999999966,7180.4765289223915,3367.0,0.030192435301924354
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,11.099999999999966,5686.743469920052,2652.4,0.0224293059125964
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,11.100000000000023,7568.986820416328,4173.0,0.03960029607698001
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,11.199999999999989,6779.138067426295,3718.3999999999996,0.031003460207612455
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,11.199999999999989,5543.999971716445,2779.5000000000005,0.0201976528721433
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,11.199999999999989,8504.919631798288,5568.0,0.0504334121355398
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,11.100000000000023,6056.131934129141,3393.0000000000005,0.02457627118644068
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,11.100000000000023,7454.915591164482,4535.599999999999,0.034141274238227146
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,11.100000000000023,4894.5175784888015,2519.2000000000003,0.015366972477064221
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,11.100000000000023,6730.1920538833665,4281.6,0.030950728660652325
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,11.0,6418.713614255451,3988.6000000000004,0.02702523240371846
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,11.099999999999966,6152.390333035131,3888.5,0.02522935779816514
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,11.100000000000023,5299.741142899837,3059.1,0.017429577464788733
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,11.0,7929.170418150398,5502.0,0.03626297577854671
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,11.0,6244.4285258098,3949.0,0.021613485851896447
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,10.899999999999977,6417.100930026606,4681.599999999999,0.02851296043656207
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,10.900000000000034,5910.466754757694,4001.4,0.021828358208955224
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,11.0,8112.597541217995,6646.799999999999,0.04238165680473373
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,11.0,5324.664444618316,3772.2999999999997,0.019763092269326682
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,11.0,7576.359091176754,6185.400000000001,0.03552908199018921
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,11.0,6650.79353555164,5664.2,0.03132022471910113
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,11.0,5099.496027160024,3779.7000000000003,0.01762936221419976
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,11.0,4845.424957288706,3130.8999999999996,0.012345041322314048
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,11.0,5736.296858042674,4216.099999999999,0.018344907407407407
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,11.0,4680.7217264365045,3888.0,0.018556701030927835
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,11.100000000000023,5047.2827572573615,3973.0,0.017448856799037304
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,11.099999999999966,8114.8490159530675,8193.4,0.042963514519731946
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,11.100000000000023,5038.863288945741,4694.400000000001,0.022086720867208674
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,11.099999999999966,7202.687588983271,7511.7,0.03796433878157504
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,11.100000000000023,6968.387608878545,6645.400000000001,0.029892761394101876
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,11.199999999999989,6692.6395496974565,6266.5,0.026948051948051947
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,11.100000000000023,5431.813698056752,5005.0,0.020363408521303257
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,11.100000000000023,7713.636218163114,7456.799999999999,0.031018818948734588
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,11.100000000000023,5218.185397612647,4740.0,0.018061408789885613
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,11.200000000000045,7884.203755302016,8864.0,0.040765268579838115
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,11.100000000000023,6784.499718888421,6911.2,0.02774869109947644
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,11.100000000000023,6902.435107104183,8728.5,0.042455858747993576
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,11.100000000000023,5360.342465187585,5460.0,0.020634920634920634
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,11.100000000000023,5278.2107612472355,5168.0,0.01833534378769602
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,11.100000000000023,7948.019974071937,9480.4,0.039566787003610104
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,11.199999999999989,7658.804954382461,8802.5,0.03459422283356258
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,11.100000000000023,6349.001673272292,7290.0,0.027054108216432865
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,11.099999999999966,7575.343309552092,9245.6,0.035674157303370785
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,11.099999999999966,7024.5173976226815,8121.5,0.028730366492146595
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,11.199999999999989,5963.057015778786,6919.0,0.024041585445094216
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,11.100000000000023,8170.486621848143,11037.6,0.0437125748502994
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,11.100000000000023,6004.630758561292,7181.6,0.024655737704918034
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,11.100000000000023,7791.317332510878,9862.300000000001,0.035096153846153846
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,11.199999999999989,3856.3259262324946,3371.2,0.008033629145259224
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,11.100000000000023,6043.544619563758,7780.900000000001,0.026490514905149053
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,11.100000000000023,7458.643614446744,9534.400000000001,0.03127899271040424
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,11.100000000000023,6879.438648879905,9261.6,0.03137525915687629
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,11.099999999999966,7445.239485791428,10114.6,0.03390883977900552
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,11.099999999999966,7865.794022351981,10940.800000000001,0.036834733893557424
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,11.099999999999966,7578.244046768906,10941.0,0.037508999280057596
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,11.0,5547.424307708857,6901.2,0.01981651376146789
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,11.0,6383.8733517271385,9395.5,0.031326164874551976
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,11.100000000000023,6603.533510066138,9482.900000000001,0.030284130284130285
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,11.0,7260.136846641917,10752.9,0.03477337110481586
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,11.0,6942.291445902724,9657.0,0.028543307086614175
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,11.100000000000023,6247.245487222519,9497.6,0.03013503909026297
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,10.899999999999977,6363.767158744164,9874.5,0.03113815318539728
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,11.0,5811.695081728831,8450.1,0.024534574468085105
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,11.0,4150.389470584011,4384.799999999999,0.009012875536480686
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,11.099999999999966,6472.665232093099,0.0,0.025627817128139083
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,11.099999999999966,5878.38062178903,78.4,0.027374301675977656
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,11.100000000000023,6027.721464565176,146.0,0.023145212428662017
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,11.0,8048.4462192316905,392.7,0.04094890510948905
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,11.100000000000023,5709.027833809517,362.0,0.02403718459495352
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,11.0,4401.329419777252,321.0,0.010896130346232179
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,11.099999999999966,5764.82251933727,623.9000000000001,0.024466666666666668
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,11.099999999999966,7432.756890981163,1049.4,0.03205645161290323
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,10.899999999999977,8081.893709016911,1444.8000000000002,0.04695787831513261
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,10.899999999999977,6612.005338255318,1307.9,0.032214285714285716
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,10.899999999999977,5735.8570350711725,1196.6000000000001,0.027202255109231854
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,10.800000000000011,6126.5873853736475,1339.8,0.028174878556557946
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,10.900000000000034,8822.639368831335,2250.0,0.046364985163204746
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,10.899999999999977,5949.296839956064,1509.3000000000002,0.02636239782016349
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,11.0,5486.351746523071,1355.2,0.01810699588477366
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,11.0,4606.663915615882,1109.2,0.012660944206008584
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,11.0,5428.043786872445,1653.6000000000001,0.01950920245398773
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,11.0,6849.216527552372,2733.5,0.03776595744680851
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,11.0,5580.473862424622,1778.3999999999999,0.01826697892271663
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,10.899999999999977,4835.172893262491,1622.5,0.016378796902918404
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,10.899999999999977,5780.603786433802,2067.2,0.018899941486249267
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,10.899999999999977,6279.781915138197,2739.0,0.028719723183391003
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,10.899999999999977,7554.5878540873755,3529.2,0.037338129496402875
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,11.0,7607.837849565722,3940.5,0.04239877769289534
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,11.0,5902.256725956311,2744.8,0.025083388925950634
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,10.899999999999977,4079.2114530291788,1410.0,0.009073359073359074
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,11.0,6695.885862106165,3354.0,0.028917283120376596
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,11.0,6762.718009823532,3968.0,0.0380952380952381
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,11.0,6955.444247145754,3952.4,0.03497822931785196
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,11.100000000000023,7575.950684131786,4505.0,0.03882783882783883
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,11.099999999999966,6664.8050387866515,3880.2000000000003,0.031254379817799584
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,11.099999999999966,5352.802642818968,3063.6,0.021693811074918565
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,11.100000000000023,6445.417151810964,4044.9,0.028252032520325206
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,11.100000000000023,6327.167604329842,4324.8,0.02975438596491228
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,11.199999999999989,8070.992382508954,5688.8,0.03882185947480483
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,11.100000000000023,5471.188325981744,3201.2,0.01745664739884393
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,11.100000000000023,6303.6684912809915,4471.2,0.028473177441540577
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,11.099999999999966,4912.78070378167,2985.8999999999996,0.015424311926605504
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,11.099999999999966,5347.933174205904,3277.0,0.016467915956842702
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,11.199999999999989,5361.787597808235,3584.3999999999996,0.01864815932407966
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,11.100000000000023,6988.996456686093,5593.0,0.03309859154929577
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,11.199999999999989,8239.015229598448,7163.200000000001,0.04454477050413845
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,11.299999999999955,6813.318595497351,5569.200000000001,0.030027173913043482
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,11.399999999999977,4936.133209173355,3852.8,0.01922094508301405
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,11.399999999999977,6394.292967361546,5551.0,0.029860139860139863
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,11.399999999999977,6343.179254887639,5398.8,0.02761647535449021
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,11.399999999999977,5141.530536865055,3939.6,0.017604790419161676
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,11.399999999999977,8112.702260973115,7493.6,0.03918918918918919
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,11.5,6649.976721461706,6472.2,0.03463810930576071
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,11.5,4011.866178511726,2759.9,0.009722921914357682
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,11.5,8041.471883540721,8876.8,0.04813935075217735
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,11.399999999999977,5132.692189532956,4633.900000000001,0.019733502538071067
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,11.5,6862.316968917841,6810.1,0.03103922918100482
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,11.5,6036.256124607428,5967.0,0.02638700947225981
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,11.399999999999977,8021.711265749642,8974.5,0.043764172335600905
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,11.399999999999977,5085.610187631157,4487.2,0.016608187134502923
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,11.300000000000011,8187.30461452036,9520.0,0.04528158295281583
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,11.300000000000011,6054.47736199825,6415.2,0.027123287671232878
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,11.300000000000011,7169.44953870829,7445.599999999999,0.03010610079575597
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,11.300000000000011,7707.824271753972,9235.1,0.04154770848985725
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,11.300000000000011,7520.030334897889,8058.0,0.03128712871287129
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,11.200000000000045,5784.928712320246,5676.0,0.01971326164874552
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,11.300000000000011,7742.224711310782,8908.800000000001,0.03545706371191136
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,11.300000000000011,6236.564072200314,7497.6,0.030472103004291845
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,11.300000000000011,4642.687511377043,4331.8,0.013209606986899563
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,11.300000000000011,6997.583476605904,7644.0,0.026398491514770583
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,11.300000000000011,6175.5543428676,7381.5,0.02699594046008119
7756,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0,11.400000000000034,6789.107388113686,8948.800000000001,0.03494860499265786
7757,L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,11.300000000000011,8294.558587713915,11058.9,0.04232456140350877
7758,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,11.399999999999977,5106.2295074142185,5461.900000000001,0.016424840394660477
7759,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,11.400000000000034,5447.6473250308445,6036.8,0.018235642391947898
7760,L54939,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,11.400000000000034,7885.648887922668,11721.6,0.04654088050314466
7761,M22620,M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0,11.300000000000011,5221.641149531595,6600.0,0.02183984116479153
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,11.200000000000045,5531.5069049306685,6252.400000000001,0.017959183673469388
7763,M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,11.199999999999989,6421.415383937536,0.0,0.031285714285714285
7764,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0,11.200000000000045,9625.839890599125,229.79999999999998,0.06383333333333333
7765,M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0,11.300000000000011,6301.877783468446,193.5,0.024887459807073957
7766,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0,11.300000000000011,8398.252089233403,449.6,0.039383321653819206
7767,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0,11.099999999999966,7273.687582954401,685.1,0.03998482549317148
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,11.199999999999989,7541.644492354587,819.0,0.041394996209249434
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,11.199999999999989,4289.740048721743,418.0,0.010663265306122448
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,11.199999999999989,6322.224831888195,894.6999999999999,0.02506443298969072
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,11.199999999999989,5219.819025792514,805.0000000000001,0.020801033591731268
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,11.300000000000011,5279.498814235207,796.5,0.017261556465769455
7773,H37186,H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0,11.199999999999989,6285.698581302458,1189.0,0.028005464480874317
7774,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0,11.099999999999966,4568.210821535942,843.2,0.014098919840818647
7775,L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,11.199999999999989,5458.475347710218,1148.3999999999999,0.01952264381884945
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,11.199999999999989,5851.404812870206,1276.8,0.020204449789536984
7777,M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0,11.199999999999989,7157.438182796065,1892.0,0.03273356401384083
7778,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,11.199999999999989,4543.999614152276,1100.8,0.015103244837758113
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,11.200000000000045,6195.534872144432,1755.0,0.025708635464733027
7780,L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0,11.199999999999989,5082.552370781663,1259.6000000000001,0.014798453892876864
7781,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,11.200000000000045,4466.559355241288,1151.5,0.012947658402203856
7782,L54961,L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0,11.300000000000011,6337.639579841809,2040.0,0.026437541308658295
7783,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0,11.200000000000045,5786.311013087825,1929.1999999999998,0.023978919631093543
7784,L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,11.199999999999989,5027.5535553928175,1612.8,0.01727654469106179
7785,L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,11.199999999999989,8830.001167616248,3485.8,0.0428367783321454
7786,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0,11.300000000000011,6097.234438013607,2526.0,0.030441070137382502
7787,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,11.199999999999989,7092.58523845046,2864.4,0.031514324693042294
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,11.199999999999989,6854.43157135733,3040.0,0.03447024673439768
7789,M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0,11.300000000000011,6625.859761857649,2699.4,0.026438267614738203
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0,11.300000000000011,6027.407305299817,2656.5,0.025752508361204015
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,11.299999999999955,5305.071378435428,2080.3,0.01694621168305379
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,11.299999999999955,7083.09762863662,3482.1000000000004,0.03363892806770099
7793,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,11.299999999999955,6282.556988648868,3030.0,0.027205387205387205
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,11.399999999999977,6126.859656736958,3264.0,0.02845188284518828
7795,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0,11.400000000000034,8268.357704982976,4575.599999999999,0.039434628975265014
7796,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,11.5,5188.90575408119,2516.0,0.017682198327359618
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,11.399999999999977,7978.55625466483,4716.0,0.03603851444291609
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,11.399999999999977,6028.087983708096,3588.0,0.026422764227642278
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,11.5,5369.9871546341055,2660.2000000000003,0.015618101545253863
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,11.399999999999977,6028.779134091884,4022.3999999999996,0.03049490538573508
7801,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,11.299999999999955,6479.472016175876,3978.8,0.02664041994750656
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,11.399999999999977,7183.440097992278,5009.6,0.03586406362979031
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,11.400000000000034,8709.31164984084,5994.6,0.040727781665500354
7804,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,11.5,6545.026582880784,4326.0,0.027158866183256428
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,11.5,6958.837167211631,4849.2,0.030337837837837837
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,11.5,5145.1747843432195,3196.8,0.016881594372801876
7807,L54986,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0,11.5,6865.573753302062,5491.8,0.03602668643439585
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,11.5,7445.46986925269,5635.0,0.033769813921433495
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,11.5,6252.9108259744935,4330.6,0.02255685310387216
7810,M22669,M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0,11.399999999999977,5697.780932109664,4248.0,0.02303188028627196
